Date,Close,MA_short,MA_long,Signal,Action,Cash,Holdings,Equity
2024-05-22,189.43,143.99,141.81,BUY,HOLD,0.0,735.1915,139270.92
2024-05-23,185.45,143.86,142.26,BUY,HOLD,0.0,735.1915,136338.17
2024-05-24,188.52,143.7,142.64,BUY,HOLD,0.0,735.1915,138599.75
2024-05-28,188.53,143.53,142.95,BUY,HOLD,0.0,735.1915,138607.04
2024-05-29,188.83,143.4,143.19,HOLD,HOLD,0.0,735.1915,138825.91
2024-05-30,189.82,143.29,143.36,HOLD,HOLD,0.0,735.1915,139555.46
2024-05-31,190.77,143.24,143.48,HOLD,HOLD,0.0,735.1915,140255.83
2024-06-03,192.54,143.3,143.57,HOLD,HOLD,0.0,735.1915,141554.43
2024-06-04,192.86,143.54,143.64,HOLD,HOLD,0.0,735.1915,141787.89
2024-06-05,194.37,143.92,143.71,HOLD,HOLD,0.0,735.1915,142896.79
2024-06-06,192.99,144.5,143.81,BUY,HOLD,0.0,735.1915,141882.72
2024-06-07,195.38,145.26,143.96,BUY,HOLD,0.0,735.1915,143640.93
2024-06-10,191.64,146.23,144.18,BUY,HOLD,0.0,735.1915,140890.53
